,GBS-CODE,Gruppe,Geschlecht,Geburtsjahr,Geburtsland,Nationalitaet,Familienstand,Hoechster Bildungsabschluss,Berufliche Ausbildung,Erwerbstaetigkeit,Berufsgruppe,Personen im Haushalt,Nettoeinkommen Selbst,Nettoeinkommen Haushalt,Zurueckhaltend,leicht Vertrauen,Faulheit,Entspannt,wenig kuenstlerisches Interesse,Gesellig,Andere kritisieren,Gruendlich,Nervoes,Phantasievoll,Schlechter Schlaf,Leben genießen,Zu Nichts aufraffen,Alles anstrengend,Wahlteilnahme,Wahlabsicht,Desinteresse Politiker,Zufriedenheit Leben,Aktiv,Verärgert,Wach,Nervös,Ängstlich
179,GBS-07345,,männlich,1981-05-27,Deutschland,1.0,Ledig,Realschulabschluss (Mittlere Reife),Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen,1.0,Angestellte(r),eine Person,3 000	 bis unter 	3 250 Euro,3 000	 bis unter 	3 250 Euro,eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),trifft voll und ganz zu (5),weder noch (3),trifft eher nicht zu (2),trifft voll und ganz zu (5),weder noch (3),trifft eher nicht zu (2),2.0,2.0,3.0,2.0,,5.0,,3.0,3.0,3.0,2.0,2.0,3.0
180,GBS-07345,,männlich,,,,,Realschulabschluss (Mittlere Reife),,,,,3 000	 bis unter 	3 250 Euro,,eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),trifft voll und ganz zu (5),weder noch (3),trifft eher nicht zu (2),trifft voll und ganz zu (5),weder noch (3),trifft eher nicht zu (2),3.0,2.0,3.0,2.0,True,,,3.0,3.0,2.0,4.0,3.0,3.0
181,GBS-20511,NEGATIV,männlich,1963-01-23,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Hochschulabschluss,"Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",1.0,Angestellte(r),"mehrere Personen, und zwar:",5 500	 bis unter	6 000 Euro,6 000	 bis unter 	7 500 Euro,eher zutreffend (4),trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft voll und ganz zu (5),weder noch (3),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft voll und ganz zu (5),trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),3.0,3.0,3.0,2.0,,5.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0
182,GBS-20511,NEGATIV,männlich,,,,,Hochschulabschluss,,,,,5 500	 bis unter	6 000 Euro,,eher zutreffend (4),trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft voll und ganz zu (5),weder noch (3),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft voll und ganz zu (5),trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),3.0,3.0,3.0,2.0,False,,,3.0,3.0,4.0,4.0,4.0,4.0
183,GBS-25066,,weiblich,1986-06-25,Deutschland,1.0,Ledig,Hochschulabschluss,"Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",1.0,Angestellte(r),[NA] Keine Angabe,3 000	 bis unter 	3 250 Euro,6 000	 bis unter 	7 500 Euro,trifft ueberhaupt nicht zu (1),weder noch (3),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft ueberhaupt nicht zu (1),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),trifft ueberhaupt nicht zu (1),eher zutreffend (4),4.0,3.0,3.0,2.0,True,,,4.0,3.0,3.0,4.0,4.0,3.0
184,GBS-34514,,weiblich,1983-01-08,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Hochschulabschluss,"Fachhochschulabschluss (z. B. Diplom, Master)",1.0,Angestellte(r),"mehrere Personen, und zwar:",Angabe verweigert,Angabe verweigert,eher zutreffend (4),trifft eher nicht zu (2),trifft ueberhaupt nicht zu (1),eher zutreffend (4),trifft eher nicht zu (2),trifft eher nicht zu (2),weder noch (3),trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft voll und ganz zu (5),3.0,3.0,3.0,2.0,,5.0,,3.0,3.0,4.0,2.0,4.0,3.0
185,GBS-34514,,weiblich,,,,,Hochschulabschluss,,,,,Angabe verweigert,,eher zutreffend (4),trifft eher nicht zu (2),trifft ueberhaupt nicht zu (1),eher zutreffend (4),trifft eher nicht zu (2),trifft eher nicht zu (2),weder noch (3),trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft voll und ganz zu (5),4.0,3.0,4.0,1.0,True,,,4.0,4.0,4.0,3.0,4.0,3.0
186,GBS-17656,NEGATIV,männlich,1992-01-10,Deutschland,1.0,Ledig,Hochschulabschluss,Bachelor an (Fach-)Hochschule abgeschlossen,1.0,Angestellte(r),eine Person,1 000 	 bis unter 	1 250 Euro,1 000 	 bis unter 	1 250 Euro,weder noch (3),eher zutreffend (4),trifft voll und ganz zu (5),trifft voll und ganz zu (5),trifft eher nicht zu (2),weder noch (3),trifft voll und ganz zu (5),eher zutreffend (4),trifft ueberhaupt nicht zu (1),eher zutreffend (4),3.0,3.0,1.0,3.0,,5.0,5.0,1.0,1.0,3.0,4.0,4.0,4.0
187,GBS-17656,NEGATIV,männlich,,,,,Hochschulabschluss,,,,,1 000 	 bis unter 	1 250 Euro,,weder noch (3),eher zutreffend (4),trifft voll und ganz zu (5),trifft voll und ganz zu (5),trifft eher nicht zu (2),weder noch (3),trifft voll und ganz zu (5),eher zutreffend (4),trifft ueberhaupt nicht zu (1),eher zutreffend (4),3.0,3.0,2.0,3.0,True,,,2.0,2.0,3.0,4.0,4.0,4.0
188,GBS-29060,,weiblich,1953-03-18,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Hauptschulabschluss/Volksschulabschluss,Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen,1.0,keine passende Angabe,"mehrere Personen, und zwar:",1 250 	 bis unter 	1 500 Euro,3 000	 bis unter 	3 250 Euro,trifft eher nicht zu (2),trifft voll und ganz zu (5),trifft ueberhaupt nicht zu (1),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),weder noch (3),trifft voll und ganz zu (5),trifft eher nicht zu (2),eher zutreffend (4),3.0,3.0,3.0,2.0,True,,,4.0,3.0,4.0,3.0,4.0,4.0
189,GBS-04771,POSITIV,männlich,1970-02-18,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Hochschulabschluss,"Fachhochschulabschluss (z. B. Diplom, Master)",1.0,Angestellte(r),"mehrere Personen, und zwar:",2 250	 bis unter	2 500 Euro,2 750	 bis unter 	3 000 Euro,trifft eher nicht zu (2),eher zutreffend (4),weder noch (3),weder noch (3),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),trifft voll und ganz zu (5),weder noch (3),2.0,2.0,3.0,2.0,,5.0,,3.0,3.0,4.0,4.0,3.0,4.0
190,GBS-04771,POSITIV,männlich,,,,,Hochschulabschluss,,,,,2 250	 bis unter	2 500 Euro,,trifft eher nicht zu (2),eher zutreffend (4),weder noch (3),weder noch (3),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),trifft voll und ganz zu (5),weder noch (3),2.0,3.0,3.0,2.0,True,,,3.0,3.0,4.0,1.0,3.0,4.0
191,GBS-32766,NEGATIV,weiblich,1974-09-27,Deutschland,1.0,Geschieden,Realschulabschluss (Mittlere Reife),Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen,1.0,Angestellte(r),"mehrere Personen, und zwar:",2 000	 bis unter	2 250 Euro,2 750	 bis unter 	3 000 Euro,trifft ueberhaupt nicht zu (1),eher zutreffend (4),trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),trifft voll und ganz zu (5),trifft voll und ganz zu (5),eher zutreffend (4),trifft voll und ganz zu (5),eher zutreffend (4),trifft ueberhaupt nicht zu (1),4.0,3.0,4.0,2.0,,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0
192,GBS-32766,NEGATIV,weiblich,,,,,Realschulabschluss (Mittlere Reife),,,,,2 000	 bis unter	2 250 Euro,,trifft ueberhaupt nicht zu (1),eher zutreffend (4),trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),trifft voll und ganz zu (5),trifft voll und ganz zu (5),eher zutreffend (4),trifft voll und ganz zu (5),eher zutreffend (4),trifft ueberhaupt nicht zu (1),4.0,4.0,3.0,1.0,True,,,4.0,3.0,4.0,4.0,4.0,4.0
193,GBS-08636,POSITIV,weiblich,1971-04-05,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Hauptschulabschluss/Volksschulabschluss,Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen,1.0,Angestellte(r),"mehrere Personen, und zwar:",2 250	 bis unter	2 500 Euro,3 500	 bis unter 	3 750 Euro,trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),trifft voll und ganz zu (5),trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft voll und ganz zu (5),trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),3.0,4.0,3.0,1.0,,5.0,,3.0,3.0,4.0,3.0,3.0,4.0
194,GBS-08636,POSITIV,weiblich,,,,,Hauptschulabschluss/Volksschulabschluss,,,,,2 250	 bis unter	2 500 Euro,,trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),trifft voll und ganz zu (5),trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft voll und ganz zu (5),trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),3.0,4.0,3.0,2.0,True,,,3.0,3.0,3.0,3.0,4.0,4.0
195,GBS-09480,POSITIV,männlich,1971-06-02,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Hochschulabschluss,"Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",1.0,Angestellte(r),"mehrere Personen, und zwar:",4 500	 bis unter	5 000 Euro,5 500	 bis unter	6 000 Euro,trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),trifft voll und ganz zu (5),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),3.0,3.0,3.0,2.0,,5.0,,3.0,3.0,4.0,3.0,4.0,4.0
196,GBS-09480,POSITIV,männlich,,,,,Hochschulabschluss,,,,,4 500	 bis unter	5 000 Euro,,trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),trifft voll und ganz zu (5),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),3.0,3.0,3.0,2.0,True,,,3.0,3.0,4.0,3.0,4.0,4.0
197,GBS-20127,,weiblich,1974-10-09,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Hochschulabschluss,"Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",1.0,Angestellte(r),"mehrere Personen, und zwar:",1 000 	 bis unter 	1 250 Euro,5000	 bis unter	5 500 Euro,eher zutreffend (4),weder noch (3),trifft eher nicht zu (2),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),trifft eher nicht zu (2),eher zutreffend (4),trifft voll und ganz zu (5),eher zutreffend (4),4.0,2.0,3.0,2.0,True,,,3.0,3.0,3.0,4.0,3.0,4.0
198,GBS-13496,POSITIV,männlich,1965-03-29,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Hochschulabschluss,"Fachhochschulabschluss (z. B. Diplom, Master)",1.0,Angestellte(r),"mehrere Personen, und zwar:",Angabe verweigert,Angabe verweigert,trifft voll und ganz zu (5),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),trifft eher nicht zu (2),weder noch (3),eher zutreffend (4),weder noch (3),3.0,3.0,3.0,2.0,,5.0,,3.0,3.0,3.0,3.0,3.0,4.0
199,GBS-13496,POSITIV,männlich,,,,,Hochschulabschluss,,,,,Angabe verweigert,,trifft voll und ganz zu (5),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),trifft eher nicht zu (2),weder noch (3),eher zutreffend (4),weder noch (3),3.0,3.0,2.0,3.0,True,,,3.0,2.0,3.0,3.0,3.0,2.0
200,GBS-28378,,weiblich,1949-04-26,Deutschland,1.0,[NA] Keine Angabe,Hochschulabschluss,"Fachhochschulabschluss (z. B. Diplom, Master)",1.0,Angestellte(r),"mehrere Personen, und zwar:",801	 bis unter 	1 000 Euro,3 000	 bis unter 	3 250 Euro,trifft eher nicht zu (2),weder noch (3),weder noch (3),weder noch (3),trifft ueberhaupt nicht zu (1),eher zutreffend (4),weder noch (3),eher zutreffend (4),weder noch (3),eher zutreffend (4),2.0,3.0,3.0,2.0,,5.0,,3.0,3.0,3.0,2.0,3.0,3.0
201,GBS-28378,,weiblich,,,,,Hochschulabschluss,,,,,801	 bis unter 	1 000 Euro,,trifft eher nicht zu (2),weder noch (3),weder noch (3),weder noch (3),trifft ueberhaupt nicht zu (1),eher zutreffend (4),weder noch (3),eher zutreffend (4),weder noch (3),eher zutreffend (4),2.0,3.0,3.0,2.0,True,,,3.0,3.0,3.0,2.0,3.0,3.0
202,GBS-28275,NEGATIV,weiblich,1994-08-28,Deutschland,1.0,Ledig,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)","Noch in beruflicher Ausbildung (Berufsvorbereitungsjahr, Auszubildende/r, Praktikant/-in, Student/-in)",2.0,Ausbildung,"mehrere Personen, und zwar:",401 	 bis unter 500 Euro,1 500	 bis unter	1 750 Euro,trifft eher nicht zu (2),trifft voll und ganz zu (5),weder noch (3),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),trifft ueberhaupt nicht zu (1),weder noch (3),trifft eher nicht zu (2),trifft eher nicht zu (2),3.0,4.0,4.0,2.0,,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0
203,GBS-28275,NEGATIV,weiblich,,,,,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)",,,,,401 	 bis unter 500 Euro,,trifft eher nicht zu (2),trifft voll und ganz zu (5),weder noch (3),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),trifft ueberhaupt nicht zu (1),weder noch (3),trifft eher nicht zu (2),trifft eher nicht zu (2),2.0,4.0,2.0,2.0,True,,,3.0,2.0,4.0,4.0,4.0,3.0
204,GBS-31045,POSITIV,weiblich,1991-02-08,Deutschland,1.0,Ledig,Hochschulabschluss,"Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",2.0,Ausbildung,eine Person,1 000 	 bis unter 	1 250 Euro,1 000 	 bis unter 	1 250 Euro,trifft ueberhaupt nicht zu (1),weder noch (3),trifft eher nicht zu (2),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),trifft voll und ganz zu (5),trifft eher nicht zu (2),weder noch (3),4.0,3.0,3.0,2.0,,5.0,,3.0,3.0,3.0,4.0,3.0,4.0
205,GBS-31045,POSITIV,weiblich,,,,,Hochschulabschluss,,,,,1 000 	 bis unter 	1 250 Euro,,trifft ueberhaupt nicht zu (1),weder noch (3),trifft eher nicht zu (2),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),trifft voll und ganz zu (5),trifft eher nicht zu (2),weder noch (3),4.0,3.0,3.0,2.0,True,,,3.0,3.0,3.0,4.0,3.0,4.0
206,GBS-22116,,weiblich,1988-10-04,Deutschland,1.0,Ledig,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)","Ausbildung an einer Fach-, Meister-, Technikerschule, Berufs- oder Fachakademie abgeschlossen",1.0,keine passende Angabe,eine Person,kein eigenes Einkommen,3 500	 bis unter 	3 750 Euro,weder noch (3),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft voll und ganz zu (5),eher zutreffend (4),weder noch (3),eher zutreffend (4),eher zutreffend (4),trifft ueberhaupt nicht zu (1),4.0,3.0,4.0,2.0,,5.0,,3.0,4.0,3.0,4.0,4.0,4.0
207,GBS-22116,,weiblich,,,,,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)",,,,,kein eigenes Einkommen,,weder noch (3),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft voll und ganz zu (5),eher zutreffend (4),weder noch (3),eher zutreffend (4),eher zutreffend (4),trifft ueberhaupt nicht zu (1),3.0,3.0,3.0,2.0,True,,,3.0,3.0,3.0,4.0,3.0,4.0
208,GBS-33811,,weiblich,1991-09-16,Deutschland,1.0,Ledig,Realschulabschluss (Mittlere Reife),Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen,1.0,Angestellte(r),eine Person,2 000	 bis unter	2 250 Euro,2 000	 bis unter	2 250 Euro,trifft eher nicht zu (2),trifft voll und ganz zu (5),weder noch (3),weder noch (3),eher zutreffend (4),trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft voll und ganz zu (5),trifft ueberhaupt nicht zu (1),weder noch (3),4.0,3.0,2.0,2.0,,5.0,,3.0,2.0,4.0,4.0,4.0,4.0
209,GBS-33811,,weiblich,1991-09-16,Deutschland,1.0,Ledig,Realschulabschluss (Mittlere Reife),Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen,1.0,Angestellte(r),eine Person,2 000	 bis unter	2 250 Euro,2 000	 bis unter	2 250 Euro,trifft eher nicht zu (2),trifft voll und ganz zu (5),weder noch (3),weder noch (3),eher zutreffend (4),trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft voll und ganz zu (5),trifft ueberhaupt nicht zu (1),weder noch (3),4.0,3.0,3.0,2.0,True,,,3.0,3.0,3.0,4.0,3.0,4.0
210,GBS-30758,,weiblich,1971-08-28,Deutschland,1.0,Ledig,Fachhochschulreife (Abschluss einer Fachoberschule),Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen,1.0,"Selbstständige (im Handel, im Gastgewerbe, im Handwerk, in der Industrie, der Dienstleistung, auch Ich-AG oder Produktionsgenossenschaft des Handwerks (PGH)-Mitglied)",eine Person,1 750 	 bis unter	2 000 Euro,1 750 	 bis unter	2 000 Euro,weder noch (3),trifft voll und ganz zu (5),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),trifft eher nicht zu (2),weder noch (3),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),4.0,3.0,3.0,2.0,,5.0,,3.0,3.0,4.0,4.0,4.0,4.0
211,GBS-30758,,weiblich,,,,,Fachhochschulreife (Abschluss einer Fachoberschule),,,,,1 750 	 bis unter	2 000 Euro,,weder noch (3),trifft voll und ganz zu (5),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),trifft eher nicht zu (2),weder noch (3),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),4.0,3.0,3.0,2.0,True,,,3.0,3.0,4.0,4.0,4.0,4.0
212,GBS-23524,,weiblich,1960-11-02,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)",Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen,1.0,Angestellte(r),"mehrere Personen, und zwar:",2 000	 bis unter	2 250 Euro,4 500	 bis unter	5 000 Euro,trifft ueberhaupt nicht zu (1),weder noch (3),weder noch (3),trifft voll und ganz zu (5),weder noch (3),trifft voll und ganz zu (5),eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),2.0,3.0,3.0,2.0,True,,,2.0,3.0,4.0,2.0,4.0,4.0
213,GBS-15434,,männlich,1956-05-14,Deutschland,1.0,Eingetragene/r Lebenspartner/-in verstorben (gleichgeschlechtlich),Fachhochschulreife (Abschluss einer Fachoberschule),Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen,1.0,Angestellte(r),"mehrere Personen, und zwar:",4 500	 bis unter	5 000 Euro,5 500	 bis unter	6 000 Euro,eher zutreffend (4),trifft eher nicht zu (2),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),3.0,3.0,3.0,2.0,,5.0,,3.0,3.0,4.0,3.0,4.0,4.0
214,GBS-15434,,männlich,,,,,Fachhochschulreife (Abschluss einer Fachoberschule),,,,,4 500	 bis unter	5 000 Euro,,eher zutreffend (4),trifft eher nicht zu (2),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),3.0,3.0,3.0,2.0,True,,,3.0,3.0,4.0,4.0,4.0,4.0
215,GBS-21254,POSITIV,männlich,1952-04-26,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Hochschulabschluss,"Fachhochschulabschluss (z. B. Diplom, Master)",1.0,keine passende Angabe,"mehrere Personen, und zwar:",1 250 	 bis unter 	1 500 Euro,4 000	 bis unter	4 500 Euro,eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft voll und ganz zu (5),trifft ueberhaupt nicht zu (1),eher zutreffend (4),4.0,3.0,3.0,2.0,,5.0,,3.0,3.0,3.0,4.0,3.0,4.0
216,GBS-21254,POSITIV,männlich,,,,,Hochschulabschluss,,,,,1 250 	 bis unter 	1 500 Euro,,eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft voll und ganz zu (5),trifft ueberhaupt nicht zu (1),eher zutreffend (4),4.0,3.0,3.0,2.0,True,,,3.0,3.0,3.0,4.0,4.0,4.0
217,GBS-21703,POSITIV,männlich,1975-08-27,"sonstige, und zwar:",2.0,Ledig,Realschulabschluss (Mittlere Reife),Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen,1.0,Angestellte(r),eine Person,Angabe verweigert,Angabe verweigert,weder noch (3),weder noch (3),weder noch (3),trifft eher nicht zu (2),trifft ueberhaupt nicht zu (1),weder noch (3),trifft eher nicht zu (2),eher zutreffend (4),weder noch (3),trifft voll und ganz zu (5),4.0,3.0,3.0,2.0,,5.0,,3.0,3.0,4.0,4.0,4.0,4.0
218,GBS-21703,POSITIV,männlich,,,,,Realschulabschluss (Mittlere Reife),,,,,Angabe verweigert,,weder noch (3),weder noch (3),weder noch (3),trifft eher nicht zu (2),trifft ueberhaupt nicht zu (1),weder noch (3),trifft eher nicht zu (2),eher zutreffend (4),weder noch (3),trifft voll und ganz zu (5),4.0,3.0,3.0,2.0,True,,,3.0,3.0,4.0,4.0,4.0,4.0
219,GBS-28637,POSITIV,männlich,1980-08-17,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)","Ausbildung an einer Fach-, Meister-, Technikerschule, Berufs- oder Fachakademie abgeschlossen",1.0,Angestellte(r),"mehrere Personen, und zwar:",2 250	 bis unter	2 500 Euro,3 750	 bis unter 	4 000 Euro,eher zutreffend (4),eher zutreffend (4),trifft ueberhaupt nicht zu (1),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),trifft voll und ganz zu (5),trifft eher nicht zu (2),eher zutreffend (4),3.0,3.0,3.0,2.0,,5.0,,3.0,3.0,3.0,4.0,3.0,4.0
220,GBS-28637,POSITIV,männlich,,,,,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)",,,,,2 250	 bis unter	2 500 Euro,,eher zutreffend (4),eher zutreffend (4),trifft ueberhaupt nicht zu (1),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),trifft voll und ganz zu (5),trifft eher nicht zu (2),eher zutreffend (4),3.0,2.0,4.0,2.0,True,,,3.0,4.0,2.0,4.0,2.0,4.0
221,GBS-14324,,weiblich,1950-08-23,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Hochschulabschluss,Promotion,1.0,keine passende Angabe,"mehrere Personen, und zwar:",401 	 bis unter 500 Euro,4 000	 bis unter	4 500 Euro,trifft ueberhaupt nicht zu (1),weder noch (3),trifft eher nicht zu (2),eher zutreffend (4),trifft ueberhaupt nicht zu (1),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),4.0,3.0,3.0,2.0,True,,,3.0,3.0,4.0,4.0,4.0,4.0
222,GBS-14001,,männlich,1988-04-27,Deutschland,1.0,Ledig,Hochschulabschluss,"Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",1.0,keine passende Angabe,"mehrere Personen, und zwar:",1 000 	 bis unter 	1 250 Euro,3 000	 bis unter 	3 250 Euro,eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),trifft ueberhaupt nicht zu (1),trifft ueberhaupt nicht zu (1),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft ueberhaupt nicht zu (1),eher zutreffend (4),trifft voll und ganz zu (5),4.0,4.0,4.0,1.0,,5.0,,4.0,4.0,3.0,2.0,3.0,4.0
223,GBS-14001,,männlich,,,,,Hochschulabschluss,,,,,1 000 	 bis unter 	1 250 Euro,,eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),trifft ueberhaupt nicht zu (1),trifft ueberhaupt nicht zu (1),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft ueberhaupt nicht zu (1),eher zutreffend (4),trifft voll und ganz zu (5),3.0,3.0,3.0,2.0,True,,,3.0,3.0,3.0,3.0,3.0,4.0
224,GBS-26925,,männlich,1950-12-24,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Fachhochschulreife (Abschluss einer Fachoberschule),"Fachhochschulabschluss (z. B. Diplom, Master)",1.0,keine passende Angabe,"mehrere Personen, und zwar:",4 000	 bis unter	4 500 Euro,4 500	 bis unter	5 000 Euro,trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),eher zutreffend (4),eher zutreffend (4),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),3.0,3.0,3.0,2.0,True,,,3.0,3.0,4.0,3.0,4.0,4.0
