"case","serial","ref","questnnr","mode","started","am01","am02_01","am02_02","am03_01","am03_02","am04","am05","am06","am07","am08","am08_01","am08_02","am08_03","am08_04","am08_05","am08_06","am08_07","am08_08","am08_09","am08_11","am08_12","am08_13","am08_10","am08_10a","am09","am09_01","am09_02","am09_03","am09_04","am09_05","am09_06","am09_07","am09_08","am09_09","am09_11","am09_12","am09_10","am09_10a","am10","am10_01","am10_02","am10_03","am10_04","am10_05","am10_06","am10_07","am10_07a","am11","am11_05","am12","am13","am13_01","am13_02","am13_03","am13_04","am13_05","am13_06","am13_07","am13_08","am14","am14_09","am15","am15_12","am17","am17_01","am17_02","am17_03","am17_04","am17_05","am17_06","am17_07","am17_12","am17_08","am17_09","am17_10","am17_11","am18","am19","am20_01","am22","am23","am24","am24_02","am25","am25_02","am27","am29","am30","gh02_01","gh03_01","gh03_02","gh03_03","gh03_04","gh03_05","gh03_06","gh03_07","gh03_08","gh03_09","gh03_10","gh03_11","gh03_12","gh03_13","gh04_01","gh05_01","gh06_01","gh07_01","gh08_01","gh08_02","gh08_03","gh09_01","gh09_02","gh10_01","gh11_01","gh11_02","gh12_01","lo01_01","lo01_02","lo01_03","lo01_04","lo01_05","lo01_06","lo01_07","lo01_08","lo01_09","lo01_10","so01_01","so02_01","sw02_01","sw02_02","sw02_03","sw02_04","sw02_05","sw02_06","sw02_07","sw02_08","sw02_09","sw02_10","ie01_01","ie01_02","ie01_03","ie01_04","os02","os03","os04","br01_01","br01_02","br01_03","br01_04","br01_05","br01_06","pt02_01","pt02_02","pt02_03","pt02_04","pt02_05","pt01_01","pt01_02","pt01_03","pt01_04","pt01_05","pt06_01","pt03_01","pt05_01","pt04","rc01_01","rc02_01","time001","time002","time003","time004","time005","time006","time007","time008","time009","time010","time011","time012","time013","time014","time015","time016","time017","time018","time019","time020","time021","time022","time023","time024","time025","time026","time_sum","mailsent","lastdata","finished","q_viewer","lastpage","maxpage","missing","missrel","time_rsi","deg_time","kuerzel","geburtsdatum","geschlecht","gruppe","fall","gbs_code","runde2","fall_runde2","runde1","vollstaendig","nurwelle2","welle2","welle"
616,"MBBS63HZG2",NA,"Resilienz_und_politische_Teilhabe04","interview",2017-10-07 21:01:12,"weiblich",NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"801	 bis unter 	1 000 Euro",NA,2,3,2,2,2,2,1,4,3,2,2,2,3,2,3,2,3,3,4,3,2,2,1,1,1,1,1,3,3,3,5,3,3,2,4,2,3,6,3,3,3,3,1,1,1,3,3,2,3,4,4,2,2,"3 - 5","weder viel noch wenig","möglich",3,5,2,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,TRUE,NA,"Mamt95",11,15,197,112,7,5,57,30,31,121,7,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604,NA,2017-10-07 21:11:19,TRUE,FALSE,13,13,0,0,1.29,19,"MATH95",1995-11-16,"weiblich","POSITIV",316,"GBS-02103","JA",616,1,NA,NA,TRUE,"Welle 2"
398,"MBCETWMF53",NA,"Resilienz_und_politische_Teilhabe03","interview",2017-09-21 10:45:59,"weiblich",1961-05-28,56,167,85,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Nein",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)",NA,"Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen",NA,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Eins","Nein",20,"Angestellte(r)","Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen","mehrere Personen, und zwar:",3,"mehrere Personen, und zwar:",2,"2 250	 bis unter	2 500 Euro","1 000 	 bis unter 	1 250 Euro","Gleich gesund/ gleichhäufig krank",2,4,3,4,3,3,4,3,3,3,4,4,4,4,3,2,3,3,3,3,3,1,1,1,2,1,1,3,3,2,4,4,3,2,4,2,3,5,2,3,3,3,3,3,3,3,3,3,3,4,4,4,2,"3 - 5","viel Anteilnahme und Interesse","möglich",3,2,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,"JUDE61",NA,6,34,22,5,NA,4,NA,18,14,10,10,20,18,98,13,111,56,13,8,49,28,26,41,7,NA,NA,611,NA,2017-09-21 10:56:10,TRUE,FALSE,24,24,1,1,1.41,26,"JUDE61",1961-05-28,"weiblich","NULL",398,"GBS-18900","JA",996,1,NA,NA,FALSE,"Welle 1"
996,"MBCETWMF53",NA,"Resilienz_und_politische_Teilhabe04","interview",2017-10-17 14:48:21,"weiblich",NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 000 	 bis unter 	1 250 Euro",NA,1,4,3,4,3,3,3,3,3,3,4,4,4,4,3,2,3,3,3,3,3,1,1,1,1,1,1,3,3,2,4,4,3,2,4,2,4,5,2,3,3,3,3,3,3,3,3,3,3,3,3,4,2,"3 - 5","viel Anteilnahme und Interesse","möglich",3,3,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,TRUE,NA,"jude61",9,28,110,59,12,8,50,28,29,40,9,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,NA,2017-10-17 14:55:01,TRUE,FALSE,13,13,0,0,1.2,11,"JUDE61",1961-05-28,"weiblich","NULL",398,"GBS-18900","JA",996,1,NA,NA,TRUE,"Welle 2"
537,"MBY7XDQXBG",NA,"Resilienz_und_politische_Teilhabe01","interview",2017-09-23 21:28:43,"weiblich",1961-09-23,56,165,72,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulabschluss",NA,"Fachhochschulabschluss (z. B. Diplom, Master)",NA,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Eins","Nein",36,"Angestellte(r)","Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen","mehrere Personen, und zwar:",3,"mehrere Personen, und zwar:",2,"4 500	 bis unter	5 000 Euro","2 750	 bis unter 	3 000 Euro","Gleich gesund/ gleichhäufig krank",3,2,2,3,2,2,2,2,2,2,3,4,3,4,3,3,2,2,3,3,2,1,1,1,2,1,1,3,2,4,2,2,2,4,4,3,4,5,2,3,3,2,2,4,2,4,3,3,3,4,4,3,3,"3 - 5","weder viel noch wenig","möglich",2,4,2,4,2,4,2,3,2,3,2,NA,NA,NA,NA,NA,NA,5,NA,NA,"CHVO61",NA,160,61,51,5,NA,4,NA,19,16,NA,13,50,31,71,19,207,99,7,11,114,34,43,56,48,31,NA,999,NA,2017-09-23 21:47:53,TRUE,FALSE,25,25,0,0,0.98,6,"CHVO61",1961-09-23,"weiblich","POSITIV",537,"GBS-16915",NA,NA,1,NA,NA,FALSE,"Welle 1"
322,"ME3WW5LB1Z",NA,"Resilienz_und_politische_Teilhabe03","interview",2017-09-19 19:07:14,"männlich",1952-05-05,65,187,98,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hauptschulabschluss/Volksschulabschluss",NA,"Ausbildung an einer Fach-, Meister-, Technikerschule, Berufs- oder Fachakademie abgeschlossen",NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Nicht abhängig beschäftigt","[NA] Keine Angabe",0,"[NA] Keine Angabe","Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen","mehrere Personen, und zwar:",2,"eine Person",NA,"4 000	 bis unter	4 500 Euro","2 750	 bis unter 	3 000 Euro","Gesünder/ weniger oft krank",2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,4,3,3,4,2,1,1,1,1,1,4,5,2,4,5,3,2,2,2,5,3,5,4,4,4,3,3,3,4,3,4,4,5,5,1,1,"6 oder mehr","viel Anteilnahme und Interesse","einfach",4,2,4,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,"NOBE52",NA,96,120,36,7,NA,13,NA,40,16,NA,79,87,193,163,23,222,154,18,10,96,31,85,92,10,NA,NA,1372,NA,2017-09-20 08:42:19,TRUE,FALSE,24,24,0,0,0.62,0,"NOBE52",1952-05-05,"männlich","NULL",322,"GBS-28099","JA",765,1,NA,NA,FALSE,"Welle 1"
765,"ME3WW5LB1Z",NA,"Resilienz_und_politische_Teilhabe04","interview",2017-10-09 09:23:14,"männlich",NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hauptschulabschluss/Volksschulabschluss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 750	 bis unter 	3 000 Euro",NA,1,4,4,4,4,4,4,4,4,4,3,4,4,4,3,1,4,4,3,3,4,1,1,1,1,1,1,4,5,2,5,5,4,1,4,1,1,6,5,4,4,4,3,3,4,4,4,3,3,5,5,2,2,"6 oder mehr","sehr viel Anteilnahme und Interesse","einfach",5,2,5,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,TRUE,NA,"NOBE52",33,45,183,129,15,26,98,42,38,105,22,7,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,757,NA,2017-10-09 09:35:51,TRUE,FALSE,13,13,0,0,0.67,0,"NOBE52",1952-05-05,"männlich","NULL",322,"GBS-28099","JA",765,1,NA,NA,TRUE,"Welle 2"
116,"MEWP8S8MV8",NA,"Resilienz_und_politische_Teilhabe01","interview",2017-09-15 16:15:29,"männlich",1958-06-13,59,181,93,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Ja",-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Hochschulabschluss",NA,"[NA] Keine Angabe",NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"[NA] Keine Angabe","Nein",0,"keine passende Angabe","Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen","mehrere Personen, und zwar:",2,"eine Person",NA,"Angabe verweigert","Angabe verweigert","[NA] Keine Angabe",2,2,2,1,4,4,3,2,2,3,3,3,3,3,3,2,3,3,4,3,3,1,1,1,1,1,1,2,2,3,2,4,3,3,2,5,5,1,7,3,3,3,2,2,3,3,3,3,3,4,4,1,3,"1 - 2","viel Anteilnahme und Interesse","sehr einfach",3,2,2,4,2,4,4,4,2,4,5,NA,NA,NA,NA,NA,NA,5,NA,NA,"RADO58",NA,4,39,23,5,NA,4,NA,15,13,16,11,20,28,28,22,164,73,6,4,59,21,30,57,66,8,NA,716,NA,2017-09-15 16:27:25,TRUE,FALSE,25,25,0,0,1.52,37,"RADO58",1958-06-13,"männlich","POSITIV",116,"GBS-29416","JA",638,1,NA,NA,FALSE,"Welle 1"
638,"MEWP8S8MV8",NA,"Resilienz_und_politische_Teilhabe04","interview",2017-10-08 07:55:28,"männlich",NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulabschluss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Angabe verweigert",NA,3,2,2,2,4,2,3,2,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,5,1,3,3,5,3,2,2,3,3,3,6,3,3,3,3,3,3,3,3,3,3,4,4,2,3,"1 - 2","viel Anteilnahme und Interesse","sehr einfach",4,4,4,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,TRUE,NA,"RADO58",10,39,150,108,9,10,74,27,30,71,11,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,553,NA,2017-10-08 08:04:41,TRUE,FALSE,13,13,0,0,1.03,5,"RADO58",1958-06-13,"männlich","POSITIV",116,"GBS-29416","JA",638,1,NA,NA,TRUE,"Welle 2"
361,"MK65FBGZP7",NA,"Resilienz_und_politische_Teilhabe01","interview",2017-09-20 12:36:55,"weiblich",1961-04-28,56,171,77,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)",NA,"Ausbildung an einer Fach-, Meister-, Technikerschule, Berufs- oder Fachakademie abgeschlossen",NA,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Eins","Ja",25,"Angestellte(r)","Geschieden","mehrere Personen, und zwar:",2,"eine Person",NA,"1 750 	 bis unter	2 000 Euro","801	 bis unter 	1 000 Euro","Viel gesünder/ viel weniger krank",2,4,2,4,2,2,4,4,4,1,2,4,2,4,3,2,3,3,3,3,3,1,1,1,1,1,1,5,5,2,4,5,2,1,5,1,5,7,2,3,3,3,3,3,3,3,3,3,3,4,3,2,2,"6 oder mehr","viel Anteilnahme und Interesse","einfach",4,2,4,3,4,2,1,4,3,4,2,NA,NA,NA,NA,NA,NA,5,NA,NA,"BAKO61",NA,27,41,42,6,NA,5,NA,24,16,NA,47,50,32,91,21,210,198,8,13,49,23,48,61,51,9,NA,1039,NA,2017-09-20 12:54:47,TRUE,FALSE,25,25,0,0,1.01,7,"BAKO61",1961-04-28,"weiblich","POSITIV",361,"GBS-15333","JA",834,1,NA,NA,FALSE,"Welle 1"
834,"MK65FBGZP7",NA,"Resilienz_und_politische_Teilhabe04","interview",2017-10-10 08:08:47,"weiblich",NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"801	 bis unter 	1 000 Euro",NA,2,4,4,4,4,4,4,4,2,2,4,4,2,2,3,2,2,2,4,3,3,1,1,1,1,1,1,5,5,3,5,5,2,2,4,1,5,7,2,3,3,3,3,3,3,3,3,3,3,4,3,3,2,"6 oder mehr","viel Anteilnahme und Interesse","möglich",4,2,4,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,TRUE,NA,"BAKO61",11,33,445,69,6,7,4596,38,38,43,11,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,785,NA,2017-10-10 09:37:20,TRUE,FALSE,13,13,0,0,1,8,"BAKO61",1961-04-28,"weiblich","POSITIV",361,"GBS-15333","JA",834,1,NA,NA,TRUE,"Welle 2"
336,"MK92TLQ8K4",NA,"Resilienz_und_politische_Teilhabe02","interview",2017-09-19 21:04:10,"[NA] Keine Angabe",1985-02-16,32,179,95,"nicht zutreffend",NA,"nicht zutreffend",NA,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"sonstige, und zwar:","Kasachstan","Ja",2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Hochschulabschluss",NA,"Bachelor an (Fach-)Hochschule abgeschlossen",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Eins","Ja",40,"Angestellte(r)","Ledig","[NA] Keine Angabe",NA,"[NA] Keine Angabe",NA,"3 250	 bis unter 	3 500 Euro","2 250	 bis unter	2 500 Euro","Viel gesünder/ viel weniger krank",2,2,4,4,1,3,2,4,4,2,2,4,4,3,3,2,3,4,4,4,2,1,1,1,1,1,1,5,3,1,5,4,5,2,3,2,4,7,2,3,4,4,4,3,4,3,2,3,3,4,5,2,1,"3 - 5","viel Anteilnahme und Interesse","möglich",2,2,4,2,3,3,NA,NA,NA,NA,NA,4,3,4,2,2,NA,3,NA,NA,"edze85",NA,3,18,27,3,NA,3,NA,46,17,16,16,29,39,184,27,142,97,12,5,87,28,35,61,50,18,NA,963,NA,2017-09-19 21:20:13,TRUE,FALSE,25,25,0,0,1.21,30,"edze85",1985-02-16,"keine Angabe","NEGATIV",336,"GBS-09239","JA",1108,1,NA,NA,FALSE,"Welle 1"
1108,"MK92TLQ8K4",NA,"Resilienz_und_politische_Teilhabe04","interview",2017-11-01 20:32:02,"[NA] Keine Angabe",NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulabschluss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 250	 bis unter	2 500 Euro",NA,3,3,4,2,1,1,3,3,4,2,1,4,2,4,3,2,3,2,2,4,2,1,1,1,1,1,1,3,2,1,5,4,5,3,3,1,4,6,1,3,4,3,2,2,4,4,3,3,3,3,4,3,2,"1 - 2","viel Anteilnahme und Interesse","sehr schwierig",4,2,4,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,FALSE,NA,"EDZE85",13,16,10435,85,11,6,87,32,28,58,26,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550,NA,2017-11-01 23:32:13,TRUE,FALSE,13,13,0,0,1,8,"edze85",1985-02-16,"keine Angabe","NEGATIV",336,"GBS-09239","JA",1108,1,NA,NA,TRUE,"Welle 2"
141,"MLYSH4Y2HK",NA,"Resilienz_und_politische_Teilhabe02","interview",2017-09-15 18:18:26,"männlich",1964-04-28,53,170,90,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Ja",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Hauptschulabschluss/Volksschulabschluss",NA,"Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mehr als zwei","Ja",50,"Angestellte(r)","Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen","mehrere Personen, und zwar:",2,"eine Person",NA,"2 250	 bis unter	2 500 Euro","2 250	 bis unter	2 500 Euro","Gleich gesund/ gleichhäufig krank",2,4,3,4,4,4,4,3,3,3,4,4,4,4,3,2,3,3,3,3,3,1,1,1,1,1,1,3,4,3,5,4,5,3,4,2,2,6,1,2,4,3,3,3,3,4,4,3,3,3,4,2,2,"1 - 2","weder viel noch wenig","möglich",4,1,4,1,4,2,NA,NA,NA,NA,NA,2,1,2,1,3,NA,5,NA,NA,"WELA64",NA,232,55,34,13,NA,6,NA,31,25,11,11,34,74,78,21,185,183,12,7,85,29,47,52,63,11,NA,1086,NA,2017-09-15 18:40:05,TRUE,FALSE,25,25,0,0,0.86,2,"WELA64",1964-04-28,"männlich","NEGATIV",141,"GBS-01759","JA",653,1,NA,NA,FALSE,"Welle 1"
653,"MLYSH4Y2HK",NA,"Resilienz_und_politische_Teilhabe04","interview",2017-10-08 09:13:23,"männlich",NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hauptschulabschluss/Volksschulabschluss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 250	 bis unter	2 500 Euro",NA,2,4,4,3,3,3,4,4,4,4,4,4,4,4,3,2,3,3,3,3,3,1,1,1,1,1,1,4,3,2,5,4,5,3,4,2,2,7,1,3,4,3,3,3,4,3,3,4,3,3,4,3,2,"1 - 2","weder viel noch wenig","möglich",4,2,1,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,TRUE,NA,"WELA64",47,232,202,81,9,4,70,25,48,47,12,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,597,NA,2017-10-08 09:26:41,TRUE,FALSE,13,13,0,0,0.94,7,"WELA64",1964-04-28,"männlich","NEGATIV",141,"GBS-01759","JA",653,1,NA,NA,TRUE,"Welle 2"
404,"MPY27NL9YB",NA,"Resilienz_und_politische_Teilhabe01","interview",2017-09-21 14:51:40,"weiblich",1991-11-25,25,161,60,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Ja",2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Hochschulabschluss",NA,"Noch in beruflicher Ausbildung (Berufsvorbereitungsjahr, Auszubildende/r, Praktikant/-in, Student/-in)",NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Nicht abhängig beschäftigt","Nein",0,"Ausbildung","Ledig","mehrere Personen, und zwar:",2,"[NA] Keine Angabe",NA,"500 	 bis unter	800 Euro","500 	 bis unter	800 Euro","Gleich gesund/ gleichhäufig krank",2,3,3,4,4,4,4,3,2,3,4,4,3,4,4,2,3,3,3,3,3,1,2,1,2,1,1,2,3,3,2,4,2,2,3,5,2,4,5,4,4,3,2,2,3,4,3,2,3,4,3,2,3,"6 oder mehr","weder viel noch wenig","einfach",3,2,4,3,4,2,1,5,2,4,4,NA,NA,NA,NA,NA,NA,5,NA,NA,"Frko91",NA,7,38,25,7,NA,6,NA,18,10,9,9,36,2886,482,16,169,58,46,9,60,26,42,207,42,9,NA,793,NA,2017-09-21 16:01:57,TRUE,FALSE,25,25,0,0,1.13,17,"Frko91",1991-11-25,"weiblich","POSITIV",404,"GBS-22743","JA",988,1,NA,NA,FALSE,"Welle 1"
